
Tenant: Italian Trattoria,,Product Summary Report
,,Report as of 07/22/2026

"Product name","Item count","Category","Available in Recipe","Available in Inventory","Product unit","Last purchased","Cost","Last purchased vendor","Last purchased location"
"Produce, Banana",8,Produce,true,true,lb,07/20/2026 00:00:00,1.4,Driscoll Foods,IT - 530 Seventh Ave
"Dry Goods, Honey",4,Dry Goods,true,true,lb,07/20/2026 00:00:00,0.33,VIANDER INC,IT - 1656 Collins Ave
"Protein, Proscuitto Cotto Martelli",3,Meat/ Protein,true,true,lb,07/20/2026 00:00:00,0.17,VIANDER INC,IT - 1656 Collins Ave
"Protein, Raw Salmon",4,Seafood,false,true,lb,07/20/2026 00:00:00,4.56,VIANDER INC,IT - 1656 Collins Ave
"Dry Goods, Cherry Tomatoes Agromonte",3,Produce,false,true,lb,07/20/2026 00:00:00,3.18,VIANDER INC,IT - 1656 Collins Ave
"Dry Goods, Caesar Salad Dressing",2,Dry Goods,false,true,gal,07/20/2026 00:00:00,6.5,VIANDER INC,IT - 1656 Collins Ave
"Dairy, Oat Milk",4,Dairy,false,true,qt,07/20/2026 00:00:00,4.65,VIANDER INC,IT - 1656 Collins Ave
"Protein, Smoked Salmon",1,Seafood,true,true,lb,07/20/2026 00:00:00,7.4,VIANDER INC,IT - 1656 Collins Ave
"Protein, Breast Chicken",10,Meat/ Protein,true,true,lb,07/20/2026 00:00:00,2.86,VIANDER INC,IT - 1656 Collins Ave
"Dairy, Whole Milk",5,Dairy,true,true,liter,07/20/2026 00:00:00,1.59,VIANDER INC,IT - 1656 Collins Ave
"Protein, Bacon Layout Hickory 14/18",1,Meat/ Protein,false,false,lb,07/20/2026 00:00:00,5.27,VIANDER INC,IT - 1656 Collins Ave
"NA Bev, Polara Limonata Sicilian Soda",3,Soda,true,true,each,07/20/2026 00:00:00,1.46,VIANDER INC,IT - 1656 Collins Ave
"Dry Goods, Croutons Butter and Garlic",2,Dry Goods,false,true,lb,07/20/2026 00:00:00,3.69,VIANDER INC,IT - 1656 Collins Ave
"NA Bev, Aranciata Rossa",3,Soda,false,true,each,07/20/2026 00:00:00,0.89,VIANDER INC,IT - 1656 Collins Ave
"Protein, Spianata Calabrese",4,Meat/ Protein,true,true,lb,07/20/2026 00:00:00,1.62,VIANDER INC,IT - 1656 Collins Ave
"Dairy, Almond Milk Barista Blend",1,Dairy,false,true,qt,07/20/2026 00:00:00,4,VIANDER INC,IT - 1656 Collins Ave
"Dairy, Plain Yogurt",4,Dairy,true,true,lb,07/20/2026 00:00:00,3.73,VIANDER INC,IT - 1656 Collins Ave
"Protein, Turkey Breast",3,Meat/ Protein,true,true,lb,07/20/2026 00:00:00,0.43,VIANDER INC,IT - 1656 Collins Ave
"Protein, Eggs",8,Meat/ Protein,true,true,each,07/20/2026 00:00:00,0.23,VIANDER INC,IT - 1656 Collins Ave
"Produce, Green Apple",4,Produce,true,true,each,07/20/2026 00:00:00,0.6,Excellent Fruit & Produce,IT - 1656 Collins Ave
"Baked Goods, Plain Butter Croissant",3,Baked Goods,false,true,each,07/20/2026 00:00:00,1.08,"Bindi North America, Inc",IT - 390 Fifth Ave
"Baked Goods, Bomboloni Plain",2,Dry Goods,true,true,each,07/20/2026 00:00:00,1.21,"Bindi North America, Inc",IT - 390 Fifth Ave
"Produce, Pineapple",4,Produce,true,true,each,07/20/2026 00:00:00,3.18,Excellent Fruit & Produce,IT - 1656 Collins Ave
"Baked Goods, Large Croissant",2,Baked Goods,true,true,each,07/20/2026 00:00:00,1.75,La Provence Miami - BILLPAY,IT - 1656 Collins Ave
"Baked Goods, Chocolate Chip Muffin",2,Baked Goods,false,true,each,07/20/2026 00:00:00,1.5,La Provence Miami - BILLPAY,IT - 1656 Collins Ave
"Baked Goods, Apple Cinnamon Danish",1,Baked Goods,false,false,each,07/20/2026 00:00:00,1.5,La Provence Miami - BILLPAY,IT - 1656 Collins Ave
"Baked Goods, Plain Brioche Bun",3,Baked Goods,true,true,each,07/20/2026 00:00:00,0.9,La Provence Miami - BILLPAY,IT - 1656 Collins Ave
"Produce, Cabbage Red",8,Food - other,true,true,lb,07/20/2026 00:00:00,2,ACE ENDICO,IT - 530 Seventh Ave
"Produce, Edamame",2,Food - other,true,true,lb,07/20/2026 00:00:00,2.48,ACE ENDICO,IT - 530 Seventh Ave
"Dry Goods, Pistachio Chopped",6,Food - other,true,true,lb,07/20/2026 00:00:00,19.72,ACE ENDICO,IT - 390 Fifth Ave
"Produce, Green Kale",5,Food - other,true,true,each,07/20/2026 00:00:00,1.17,ACE ENDICO,IT - 390 Fifth Ave
"NA Bev, Rishi Earl Grey",2,Food - other,false,false,each,07/20/2026 00:00:00,0.27,ACE ENDICO,IT - 390 Fifth Ave
"Baked Goods, Pre-baked Crust Pizza",1,Food - other,true,true,each,07/20/2026 00:00:00,5.5,ACE ENDICO,IT - 530 Seventh Ave
"Produce, Avocado",10,Food - other,true,true,each,07/20/2026 00:00:00,1.88,ACE ENDICO,IT - 530 Seventh Ave
"Dairy, Unsalted Butter",4,Food - other,true,true,lb,07/20/2026 00:00:00,0.1,ACE ENDICO,IT - 390 Fifth Ave
"Produce, Strawberry",5,Food - other,true,true,lb,07/20/2026 00:00:00,3.5,ACE ENDICO,IT - 530 Seventh Ave
"Frozen, GF 12"" Pizza Crust",4,Food - other,false,true,each,07/20/2026 00:00:00,5.69,ACE ENDICO,IT - 530 Seventh Ave
"Protein, Seafood Salmon Chum",1,Food - other,false,false,lb,07/20/2026 00:00:00,7.8,ACE ENDICO,IT - 390 Fifth Ave
"Dry Goods, Sugar Confectioners",1,Food - other,true,false,lb,07/20/2026 00:00:00,0.21,ACE ENDICO,IT - 390 Fifth Ave
"Dairy, Sliced Mozzarella Cheese",5,Food - other,true,true,lb,07/20/2026 00:00:00,5.42,ACE ENDICO,IT - 530 Seventh Ave
"Dry Goods, Cherry Paste Sauce",1,Food - other,false,false,lb,07/20/2026 00:00:00,2.38,ACE ENDICO,IT - 530 Seventh Ave
"Dairy, Grated Parmesan Cheese",9,Food - other,true,true,lb,07/20/2026 00:00:00,5.1,ACE ENDICO,IT - 530 Seventh Ave
"Disposables, SUPP Film Roll",6,Disposable,false,true,each,07/20/2026 00:00:00,24.34,ACE ENDICO,IT - 390 Fifth Ave
"Protein, Ground Beef",4,Food - other,true,true,lb,07/20/2026 00:00:00,5.34,ACE ENDICO,IT - 390 Fifth Ave
"Protein, Mortadella With Pistacchio",2,Food - other,true,true,lb,07/20/2026 00:00:00,5.45,ACE ENDICO,IT - 390 Fifth Ave
"Dry Goods, Granola Oats and Honey",2,Food - other,true,true,lb,07/20/2026 00:00:00,7.11,ACE ENDICO,IT - 530 Seventh Ave
"Dry Goods, Paste Almond 60%",3,Food - other,true,true,lb,07/20/2026 00:00:00,8.88,ACE ENDICO,IT - 390 Fifth Ave
"Baked Goods, Brioche Bun 3.5""",1,Food - other,false,true,each,07/20/2026 00:00:00,0.75,ACE ENDICO,IT - 530 Seventh Ave
"Dairy, Heavy Cream 40%",4,Food - other,true,true,liter,07/20/2026 00:00:00,6.87,ACE ENDICO,IT - 530 Seventh Ave
"Dry Goods, Lasagna Granero Pasta",3,Food - other,false,true,lb,07/20/2026 00:00:00,3.03,ACE ENDICO,IT - 390 Fifth Ave
"NA Bev, Sparkling Water",4,Food - other,true,true,each,07/20/2026 00:00:00,0.33,ACE ENDICO,IT - 530 Seventh Ave
"Dairy, Shredded Mozzarella Cheese",5,Food - other,true,true,lb,07/20/2026 00:00:00,3.2,ACE ENDICO,IT - 530 Seventh Ave
"NA Bev, Peach Iced Tea",2,Food - other,false,true,each,07/20/2026 00:00:00,1.21,ACE ENDICO,IT - 390 Fifth Ave
"Dry Goods, Semolina Flour",4,Food - other,true,true,kg,07/20/2026 00:00:00,1.3,ACE ENDICO,IT - 390 Fifth Ave
"Produce, Fresh Basil",6,Food - other,true,true,lb,07/20/2026 00:00:00,8.38,ACE ENDICO,IT - 390 Fifth Ave
"Dry Goods, Sea Salt Coarse",2,Food - other,true,true,lb,07/20/2026 00:00:00,0.99,ACE ENDICO,IT - 530 Seventh Ave
"Protein, Bacon Shingle",1,Food - other,true,true,lb,07/20/2026 00:00:00,4.66,ACE ENDICO,IT - 390 Fifth Ave
"NA Bev, Lemon Iced Tea",2,Food - other,false,true,each,07/20/2026 00:00:00,1.21,ACE ENDICO,IT - 390 Fifth Ave
"Baked Goods, Sliced MultiGrain Bread",2,Food - other,false,true,each,07/20/2026 00:00:00,13.21,ACE ENDICO,IT - 530 Seventh Ave
"Dry Goods, Fine Sea Salt",1,Food - other,true,false,lb,07/20/2026 00:00:00,0.64,ACE ENDICO,IT - 390 Fifth Ave
"Produce, Cherry Tomato",6,Food - other,true,true,liter,07/20/2026 00:00:00,7.57,ACE ENDICO,IT - 390 Fifth Ave
"Dry Goods, Olive oil EVOO",3,Dry Goods,true,true,liter,07/20/2026 00:00:00,31.25,SOGNO TOSCANO,IT - 530 Seventh Ave
"Dairy, Ovoline Cheese",2,Dairy,false,true,lb,07/20/2026 00:00:00,4.4,SOGNO TOSCANO,IT - 530 Seventh Ave
"Dry Goods, Basil Pesto w/ Pine Nuts",3,Dry Goods,true,false,lb,07/20/2026 00:00:00,10.67,SOGNO TOSCANO,IT - 530 Seventh Ave
"Dairy, Stracciatella Cheese",6,Dairy,true,true,lb,07/20/2026 00:00:00,7.8,SOGNO TOSCANO,IT - 530 Seventh Ave
"Disposables, Paper Pastry Bag",3,Disposable,false,true,each,07/20/2026 00:00:00,0.2,I Halper Paper and Supplies Inc,IT - 530 Seventh Ave
"Cleaning Supplies, GREEN DISH DETERGENT",1,Disposable,false,true,each,07/20/2026 00:00:00,11.35,I Halper Paper and Supplies Inc,IT - 530 Seventh Ave
"Cleaning Supplies, Pure Bright Bleach 6%",1,Disposable,false,true,each,07/20/2026 00:00:00,3.92,I Halper Paper and Supplies Inc,IT - 530 Seventh Ave
"Disposables, Thermal Paper",4,Disposable,false,true,each,07/20/2026 00:00:00,1.4,I Halper Paper and Supplies Inc,IT - 530 Seventh Ave
"Cleaning Supplies, Floor Cleaner Lemon",1,Disposable,false,true,liter,07/20/2026 00:00:00,2.67,I Halper Paper and Supplies Inc,IT - 530 Seventh Ave
"Cleaning Supplies, Oven Grill Cleaner",1,Disposable,false,true,each,07/20/2026 00:00:00,7.14,I Halper Paper and Supplies Inc,IT - 530 Seventh Ave
"Produce, Baby Arugula",13,Produce,true,true,lb,07/20/2026 00:00:00,7.66,Driscoll Foods,IT - 530 Seventh Ave
"Produce, Delmonte Pineapple",5,Produce,true,true,each,07/20/2026 00:00:00,5,Driscoll Foods,IT - 530 Seventh Ave
"Disposable, Coffee Lid for 12oz CUP HOT",4,Disposable,false,true,each,07/20/2026 00:00:00,0.03,I Halper Paper and Supplies Inc,IT - 530 Seventh Ave
"Disposables, SUPP White Towel",2,Disposable,false,true,each,07/20/2026 00:00:00,0.3,I Halper Paper and Supplies Inc,IT - 530 Seventh Ave
"Cleaning Supplies, SUPP Black Gloves L Size",3,Disposable,false,true,each,07/20/2026 00:00:00,0.05,I Halper Paper and Supplies Inc,IT - 530 Seventh Ave
"Produce, Tomato 5x6",10,Produce,true,true,lb,07/20/2026 00:00:00,1.48,Driscoll Foods,IT - 530 Seventh Ave
"Cleaning Supplies, VB Lid Hot Cup Dome WHT 92Mm",1,Disposable,false,false,each,07/20/2026 00:00:00,0.04,I Halper Paper and Supplies Inc,IT - 530 Seventh Ave
"Disposables, SUPP Paper Towel",4,Disposable,false,true,each,07/20/2026 00:00:00,4.25,I Halper Paper and Supplies Inc,IT - 530 Seventh Ave
"Produce, Mushroom",4,Produce,true,true,lb,07/20/2026 00:00:00,2.4,Driscoll Foods,IT - 530 Seventh Ave
"Dairy, Shaved Parmesan Cheese",5,Dairy,true,true,lb,07/20/2026 00:00:00,0.24,Driscoll Foods,IT - 530 Seventh Ave
"Disposable, Pizza Box LOGO 12in",1,Disposable,false,true,each,07/20/2026 00:00:00,0.16,I Halper Paper and Supplies Inc,IT - 530 Seventh Ave
"Produce, Fancy Orange",4,Produce,true,true,each,07/20/2026 00:00:00,0.61,Driscoll Foods,IT - 530 Seventh Ave
"Disposables, SUPP Napkin",6,Disposable,false,true,pack,07/20/2026 00:00:00,0.01,I Halper Paper and Supplies Inc,IT - 530 Seventh Ave
"Disposable, Clear Dome Lid 24-32",1,Disposable,false,true,each,07/20/2026 00:00:00,0.51,I Halper Paper and Supplies Inc,IT - 530 Seventh Ave
"Cleaning Supplies, SUPP Black Gloves M Size",4,Disposable,false,true,pack,07/20/2026 00:00:00,0.05,I Halper Paper and Supplies Inc,IT - 530 Seventh Ave
"Produce, Mozzarella Vegan",1,Dairy,false,false,each,07/20/2026 00:00:00,4.9,VIANDER INC,IT - 1656 Collins Ave
"Produce, Lettuce Romaine",11,Produce,true,true,each,07/20/2026 00:00:00,1.33,Driscoll Foods,IT - 530 Seventh Ave
"Disposables, SUPP Take-Out Boxes",5,Disposable,false,true,pack,07/20/2026 00:00:00,0.2,I Halper Paper and Supplies Inc,IT - 530 Seventh Ave
"Produce, Celery",7,Produce,true,true,each,07/20/2026 00:00:00,3.19,Driscoll Foods,IT - 530 Seventh Ave
"Produce, Yellow Pepper",3,Produce,true,true,lb,07/20/2026 00:00:00,3.73,Driscoll Foods,IT - 530 Seventh Ave
"Disposable, 1.5 oz Souffle Portion Cup",5,Disposable,false,true,pack,07/20/2026 00:00:00,0.01,I Halper Paper and Supplies Inc,IT - 530 Seventh Ave
"Cleaning Supplies, VB Kit Cuttery MED-WT 4PC",1,Disposable,false,true,each,07/20/2026 00:00:00,0.22,I Halper Paper and Supplies Inc,IT - 530 Seventh Ave
"Produce, Orange",5,Produce,true,true,each,07/20/2026 00:00:00,0.55,TROPICAL FAIR PRICE CORP.,IT - 1656 Collins Ave
"NA Bev, Still Mineral Water",4,Water,true,true,each,07/20/2026 00:00:00,0.42,VIANDER INC,IT - 1656 Collins Ave
"Dry Goods, Crushed Tomato",3,Dry Goods,false,true,lb,07/20/2026 00:00:00,1,VIANDER INC,IT - 1656 Collins Ave
"Liqueur, TripleSec",0,,false,true,each,,0,,
"Baked Goods, Bindi Cookie Fragola",0,,false,false,each,,0,,
"Disposables, SUPP Small Brown Paper Kraft",0,,false,false,pack,,0,,
"Disposable, Low Temp 10% Dish Machine",0,,false,false,liter,,0,,
"Cleaning Supplies, VB Food Sanitizer",0,,false,false,each,,0,,
"Dry Goods, Fine Salt Sea",0,,false,false,each,,0,,
"Dry Goods, PARSLEY 5 LBS BULK BAG",0,,true,false,each,,0,,
"Baked Goods, Large Westin Multigrain Thick",0,,false,false,each,,0,,
"Dry Goods, Black Pepper Butcher",0,,false,false,each,,0,,
"Produce, Raspberry Jam",0,,false,true,each,,0,,
"Produce, Raspberry Fresh",0,,false,false,lb,,0,,
"Produce, Kiwi DUPE",0,,true,true,lb,,0,,
"Disposable, Clear Dome Lid 24-32oz",0,,false,false,each,,0,,
32 OZ. HEAVY PLASTIC DELI COMBOS (240)-26310,0,,false,false,each,,0,,
"Cleaning Supplies, VB Gloves Nitrile LG BLK GP",0,,false,false,each,,0,,
Salad Bowl,0,,false,false,each,,0,,
"Protein, Bresaola Bernina",0,,false,false,lb,,0,,
"Disposable,  Wood Coffee Stirrer",0,,false,false,pack,,0,,
"NA BEV, Coffee Pods Tostini",0,,false,false,each,,0,,
"Disposable, Cup cold 9oz",0,,false,false,lb,,0,,
"Disposable, White Dinner Napkin Case",0,,false,false,each,,0,,
"Disposable, Small Plastic Cup 2oz",0,,false,false,each,,0,,
"Disposable, Stirrer Wooden 5-1/2in Flat",0,,false,false,each,,0,,
"Cleaning Supplies, Multi Temp Dish Detergent",0,,false,false,each,,0,,
"Cleaning Supplies, Rinse Aid",0,,false,false,liter,,0,,
"Dry Goods, Graham Cracker Crumbs Keebler",0,,false,false,lb,,0,,
"Dry Goods, Rader Vanilla Extract",0,,false,false,lb,,0,,
"Dairy, Danish Blue",0,,false,false,each,,0,,
"Dry Goods, Syrup Vanilla Monin",0,,false,false,liter,,0,,
"Vodka, Three Olives",0,,false,true,each,,0,,
"NA Bev, Orange Juice",0,,true,false,liter,,0,,
"NA Bev, Apple Juice",0,,true,false,liter,,0,,
"Dry Goods, Chili Flakes",0,,true,false,lb,,0,,
"Protein, Pancetta",0,,true,false,lb,,0,,
"Dry Goods, Cooking Red Wine",0,,true,false,liter,,0,,
"Produce, Spicy Chili Peppers",0,,true,false,lb,,0,,
"NA Bev, Lime Juice",0,,true,false,liter,,0,,
"Dry Goods, Bindi Custard Cream",0,,true,false,lb,,0,,
"Dry Goods, Cacao Powder",0,,true,false,lb,,0,,
"Dry Goods, Coffee Ground",0,,true,false,lb,,0,,
"NA Bev, Tap Water",0,,true,false,liter,,0,,
"Dry Goods, Pistachio Tritato",0,,false,false,lb,,0,,
"Cleaning Supplies, VB Sponge Scrubbing MED Duty",0,,false,false,each,,0,,
"Dry Goods, Sweet Blend Honey",0,,false,false,lb,,0,,
"Clean Supplies, Dish Machine 10%",0,,false,false,each,,0,,
"Wine White, Sparkling Wine",0,,false,false,each,,0,,
"Dry Goods, Pistachio Paste",0,,false,false,lb,,0,,
"Dry Goods, Olea Oil",0,,false,true,liter,,0,,
"NA Bev, Italian Soda",0,,false,false,each,,0,,
"Rum, Golden Barcelo",0,,false,false,each,,0,,
"Rum, Golden Bacardi",0,,false,false,each,,0,,
"Dry Goods, Genovese Pesto",0,,true,false,lb,,0,,
"Liqueur, Fernet Branca",0,,false,false,each,,0,,
"Dry Goods, Rasberry Jam Seedless",0,,false,false,each,,0,,
"Baked Goods, Facitura Di Lampone",0,,false,false,lb,,0,,
"Wine Red, La Vis Cabernet Sauvignon Trentino",0,,true,false,each,,0,,
"Liqueur, Lomoncello 60",0,,false,false,liter,,0,,
"Whiskey, Bourbon",0,,false,false,each,,0,,
"Whiskey, DELETE NO BRAND NAME",0,,false,false,each,,0,,
"Cleaning Supplies,  Sponge Yellow/Green",0,,false,false,each,,0,,
"Wine Red, Casa Mirafiora Nebbiolo",0,,false,false,each,,0,,
"Wine White, Chardonnay La Vis Trentino",0,,false,false,each,,0,,
"Wine Red, Nero D'Avola Lamura",0,,false,false,each,,0,,
"Wine White, Prosecco Brut La Gioiosa",0,,false,false,each,,0,,
"Wine Rose, Sparkling Rose",0,,false,true,each,,0,,
"Wine Red, Villa Sparina Barbera Del Mon Ferrato",0,,true,false,each,,0,,
"Wine Red, Villa Sparina Gavi",0,,false,false,each,,0,,
"Dry Goods, Ghiraradelli Hot Cocoa Packet",0,,false,false,each,,0,,
"Produce, Zucchini",0,,false,false,each,,0,,
"Cleaning Supplies, VB Solid Silveroak",0,,false,false,each,,0,,
"Disposable, VB Box Fold Top TAKE-OUT 45 OZ",0,,false,false,lb,,0,,
"Cleaning Supplies, VB Dinner Napkin 15X17 2PLY",0,,false,false,each,,0,,
"Disposable, Sandwich Bag Nutural 6X2X9",0,,false,false,each,,0,,
"Cleaning Supplies, VB Food Service Sanitizer",0,,false,false,each,,0,,
"Dry Goods, Kleenex Cleanser Soap Foam 1L",0,,false,false,liter,,0,,
"Disposable, Freshener 3000 Metered Air",0,,false,false,each,,0,,
"NA Bev, Coca Cola",0,,false,false,each,,0,,
"Disposable, Pan Liner 25LB",0,,false,false,each,,0,,
"Cleaning Supplies, SUPP 2/CT #32 Oxyorange Multi-Surface Cleaner",0,,false,false,each,,0,,
"Disposables, Paper It Logo Large Bag",0,,false,false,each,,0,,
"Protein, SeafoodTuna Steak",0,,false,false,each,,0,,
lincoln test,0,,false,false,lb,,0,,
test,0,,false,false,lb,,0,,
"Disposable, Paper Soup Container 12oz",0,,false,false,each,,0,,
"Dry Goods, Semola Rimacinata",0,,false,true,each,,0,,
"Baked Goods, Bindi Cookies Choc Bacio Di Dama",0,,false,true,each,,0,,
"Produce, Pineapple Pint",0,,false,false,lb,,0,,
"Soda, San Pellegrino Can",0,,false,false,liter,,0,,
"Beer, Draft Lagunitas 1",0,,false,false,liter,,0,,
"Dry Goods, Syrup Caramel Monin",0,,false,false,liter,,0,,
"Rum, Captain Morgan",0,,true,false,liter,,0,,
"NA Bev, Tea Box 6-Unit",0,,false,false,each,,0,,
"NA Bev, The Pesca",0,,true,false,each,,0,,
"Protein, Mortadella Pistachio Perrarini",0,,false,false,lb,,0,,
"Protein, Mortadella Pistachio Martelli",0,,false,false,lb,,0,,
"Dry Goods, Pistachio Nut",0,,true,true,lb,,0,,
"Disposable, Coffee Lid for 12oz Hot Cup",0,,false,false,lb,,0,,
"Produce, Romaine Hearts",0,,false,true,each,,0,,
"Produce, Red Cabbage DUPE",0,,true,true,each,,0,,
"Dry Goods, Tomato Paste Isabella",0,,false,false,lb,,0,,
"Produce, Arugula",0,,true,false,each,,0,,
"Produce, Lettuce Baby Arugula",0,,true,true,lb,,0,,
"Produce, Eggplant by LB",0,,false,false,lb,,0,,
"Produce, Cherry Tomato Pint",0,,false,true,lb,,0,,
supplies,0,,false,false,lb,,0,,
"Dairy, Elfroy custard bulk",0,,false,false,each,,0,,
"Dry Goods, Test Item",0,,false,false,liter,,0,,
