
Tenant: Italian Trattoria,,Product Summary Report
,,Report as of 07/22/2026

"Product name","Item count","Category","Available in Recipe","Available in Inventory","Product unit","Last purchased","Cost","Last purchased vendor","Last purchased location"
"Dry Goods, Pesto Genovese with Basil",4,Dry Goods,false,true,lb,02/18/2026 00:00:00,6.24,Collins House Vendor,IT - 1656 Collins Ave
"Dry Goods, Caramel Filling Callebaut",1,Dry Goods,false,false,each,02/18/2026 00:00:00,21.35,Collins House Vendor,IT - 1656 Collins Ave
"Rum, Golden Zacapa (1 Liter)",4,Liquor,false,false,liter,02/18/2026 00:00:00,362.7,Lincoln House Vendor,IT - 1014 Lincoln Rd
"Dry Goods, Nostralina Toscana Pitted",1,Dry Goods,false,false,lb,02/18/2026 00:00:00,3.24,SOGNO TOSCANO,IT - 390 Fifth Ave
"Dry Goods, Caputo Rossa Flour",4,Dry Goods,false,true,lb,02/18/2026 00:00:00,0.99,Seventh Ave House Vendor,IT - 530 Seventh Ave
"Liqueur, Cynar Artichoke",4,Liquor,false,false,liter,02/18/2026 00:00:00,38.2,Lincoln House Vendor,IT - 1014 Lincoln Rd
"Tequila, Pueblo Viejo Blanco (1 Liter)",2,Liquor,false,false,liter,02/18/2026 00:00:00,370.5,Lincoln House Vendor,IT - 1014 Lincoln Rd
"Tequila, Arandas Blanco",4,Liquor,false,true,each,02/18/2026 00:00:00,129,Lincoln House Vendor,IT - 1014 Lincoln Rd
"Gin, Bombay",4,Liquor,true,false,liter,02/18/2026 00:00:00,30,Lincoln House Vendor,IT - 1014 Lincoln Rd
"Baked Goods, Brioche Bun 4.5""",2,Baked Goods,true,true,each,02/18/2026 00:00:00,0.75,Seventh Ave House Vendor,IT - 530 Seventh Ave
"Dry Goods, Coconut Milk",3,Dry Goods,true,true,lb,02/19/2026 00:00:00,3.72,VIANDER INC,IT - 1014 Lincoln Rd
"Dry Goods, Chick Peas in Brine",1,Dry Goods,false,false,lb,02/19/2026 00:00:00,1.22,VIANDER INC,IT - 1014 Lincoln Rd
"Disposables, SUPP Sleeve for Hot Cup",3,Disposable,false,true,each,02/20/2026 00:00:00,0.45,SimplyPak,IT - 1014 Lincoln Rd
"Dry Goods, Simple Syrup",1,Liquor,false,true,each,02/20/2026 00:00:00,0,Southern Glazer,IT - 1656 Collins Ave
"Liqueur, Martini & Rossi Rosso",5,Liquor,false,true,each,02/20/2026 00:00:00,11.25,Southern Glazer,IT - 1014 Lincoln Rd
"Tequila, Casamigos Reposado",1,Liquor,false,true,each,02/20/2026 00:00:00,70.7,Southern Glazer,IT - 1014 Lincoln Rd
"Gin, Gray Whale Gin 86",1,Liquor,false,true,each,02/20/2026 00:00:00,28.1,Southern Glazer,IT - 1014 Lincoln Rd
"Tequila, Clase Azul Reposado",1,Liquor,false,false,each,02/20/2026 00:00:00,137.1,Southern Glazer,IT - 1656 Collins Ave
"Gin, Roku",5,Liquor,false,false,liter,02/20/2026 00:00:00,37.45,Southern Glazer,IT - 1014 Lincoln Rd
"Baked Goods, Glaze Neutral",1,Baked Goods,false,true,lb,02/20/2026 00:00:00,0.87,Paris Gourmet,IT - 390 Fifth Ave
"Soda, San Pellegrino Limonata Can",1,Liquor,false,false,liter,02/20/2026 00:00:00,18.82,Southern Glazer,IT - 1656 Collins Ave
"Gin, Tanqueray",5,Liquor,true,true,each,02/20/2026 00:00:00,32.45,Southern Glazer,IT - 1656 Collins Ave
"Gin, Citadelle Gin B8",1,Liquor,false,true,each,02/20/2026 00:00:00,25.2,Southern Glazer,IT - 1014 Lincoln Rd
"Malibu, Rum Coconut",1,Liquor,false,false,liter,02/20/2026 00:00:00,23.78,Southern Glazer,IT - 1014 Lincoln Rd
"Protein, Bacon Layout 18-22",4,Meat/ Protein,true,true,lb,02/21/2026 00:00:00,4.18,"Superior Superfoods, LLC",IT - 1656 Collins Ave
"Produce, Cucumber",2,Produce,false,true,each,02/23/2026 00:00:00,1.3,Excellent Fruit & Produce,IT - 1014 Lincoln Rd
"Produce, Blackberries Pint",1,Produce,false,false,lb,02/23/2026 00:00:00,10.13,Excellent Fruit & Produce,IT - 1014 Lincoln Rd
"Produce, Cantaloupe",1,Produce,false,false,each,02/23/2026 00:00:00,5.95,Excellent Fruit & Produce,IT - 1014 Lincoln Rd
"Dairy, Quart Heavy Cream",1,Dairy,false,false,each,02/23/2026 00:00:00,59.74,"Superior Superfoods, LLC",IT - 1656 Collins Ave
"Produce, Green Seedless Grapes",1,Produce,false,false,lb,02/23/2026 00:00:00,3.45,Excellent Fruit & Produce,IT - 1014 Lincoln Rd
"Protein, Mortadella Pistachio",3,Produce,false,false,lb,02/23/2026 00:00:00,6.59,Excellent Fruit & Produce,IT - 1014 Lincoln Rd
"Produce, Watermelon",6,Produce,true,true,each,02/23/2026 00:00:00,9.4,Excellent Fruit & Produce,IT - 1014 Lincoln Rd
"Protein, Prosciutto Cotto Ferrarini",2,Produce,false,false,lb,02/23/2026 00:00:00,7.03,Excellent Fruit & Produce,IT - 1014 Lincoln Rd
"Produce, Raspberry",4,Produce,true,true,lb,02/23/2026 00:00:00,8.27,Excellent Fruit & Produce,IT - 1014 Lincoln Rd
"Produce, Idaho Potatoes",1,Produce,false,false,each,02/23/2026 00:00:00,0.42,Excellent Fruit & Produce,IT - 1014 Lincoln Rd
"Produce, Grapefruit",1,Produce,false,false,each,02/23/2026 00:00:00,1.09,Excellent Fruit & Produce,IT - 1014 Lincoln Rd
"Produce, Spinach",1,Produce,false,false,lb,02/23/2026 00:00:00,2.92,Excellent Fruit & Produce,IT - 1014 Lincoln Rd
"Produce, Capers",1,Produce,false,false,each,02/23/2026 00:00:00,53.9,Excellent Fruit & Produce,IT - 1014 Lincoln Rd
"Protein, Prosciutto Italian Ferrarini",2,Produce,false,false,lb,02/23/2026 00:00:00,8.03,Excellent Fruit & Produce,IT - 1014 Lincoln Rd
"Produce, Corn Starch",1,Produce,false,false,lb,02/24/2026 00:00:00,2.08,VIANDER INC,IT - 1656 Collins Ave
"Dry Goods, Nutmeg Whole Fresh",2,Dry Goods,true,true,lb,02/24/2026 00:00:00,3.17,VIANDER INC,IT - 1656 Collins Ave
"Dry Goods, Baking Powder",2,Dry Goods,true,false,lb,02/24/2026 00:00:00,95.69,VIANDER INC,IT - 1656 Collins Ave
"Dry, Baking Soda",2,Dry Goods,false,false,lb,02/24/2026 00:00:00,3.19,VIANDER INC,IT - 1656 Collins Ave
"Produce, Bay leaf fresh",2,Produce,false,true,lb,02/24/2026 00:00:00,11.14,VIANDER INC,IT - 1656 Collins Ave
"Dry Goods, Soya Oil",1,Dry Goods,false,false,each,02/26/2026 00:00:00,105,VIANDER INC,IT - 1656 Collins Ave
"Liqueur, Baileys",5,Liquor,false,true,each,02/27/2026 00:00:00,40.95,Southern Glazer,IT - 1014 Lincoln Rd
"Protein, Sweet Italian Sausage",3,Food - other,true,true,lb,02/28/2026 00:00:00,4.5,ACE ENDICO,IT - 530 Seventh Ave
"Produce, Red Onion",2,Food - other,true,false,each,02/28/2026 00:00:00,25,CGN Produce LLC ,IT - 1656 Collins Ave
"Dry Goods, Chick Pea Flour",1,Dry Goods,false,false,each,03/02/2026 00:00:00,38,PRIME LINE DISTRIBUTORS,IT - 1656 Collins Ave
"NA Bev, S.Bernardo Still 12x1L",3,Water,false,true,each,03/02/2026 00:00:00,1.29,VIANDER INC,IT - 1014 Lincoln Rd
"Beer, Modelo Esp Bottle",2,Beer - Other,false,true,each,03/04/2026 00:00:00,1.57,Gold Coast Beverage  LLC,IT - 1014 Lincoln Rd
"Baked Goods, Schiacciata",1,Dry Goods,false,true,each,03/05/2026 00:00:00,13.6,SOGNO TOSCANO,IT - 390 Fifth Ave
"White Wine, Villa Sparina Gavi",3,Wine,true,true,each,03/06/2026 00:00:00,12.67,Southern Glazer,IT - 1656 Collins Ave
"Wine Red, Ruffing Chianti 1877",1,Wine,false,false,liter,03/06/2026 00:00:00,9.33,Southern Glazer,IT - 1656 Collins Ave
"Red Wine, Villa Sparina Barbera",2,Wine,false,true,each,03/06/2026 00:00:00,12.67,Southern Glazer,IT - 1656 Collins Ave
"Dry Goods, Filoncino",1,Meat/ Protein,false,false,lb,03/09/2026 00:00:00,4.4,SOGNO TOSCANO,IT - 1656 Collins Ave
"Produce, Pomegranate",6,Food - other,true,true,each,03/09/2026 00:00:00,2.67,ACE ENDICO,IT - 390 Fifth Ave
"Dry Goods, Strawberry Syrup",2,Dry Goods,false,true,each,03/09/2026 00:00:00,5.51,VIANDER INC,IT - 1656 Collins Ave
"Food Other, Puree Peach",1,Food - other,false,false,lb,03/09/2026 00:00:00,1.28,ACE ENDICO,IT - 390 Fifth Ave
"Coffee, Tostini Coffee",1,Coffee & Tea,false,true,lb,03/11/2026 00:00:00,3.08,VIANDER INC,IT - 1014 Lincoln Rd
"Disposable, Lid for 16oz Plastic Cup",1,Disposable,false,false,each,03/12/2026 00:00:00,0.01,IMPERIAL DADE,IT - 390 Fifth Ave
"Produce, Granny Smith Apple",2,Food - other,true,true,each,03/12/2026 00:00:00,54.05,ACE ENDICO,IT - 390 Fifth Ave
"Tequila, Don Julio Reposado",3,Liquor,false,true,each,03/13/2026 00:00:00,49.35,Southern Glazer,IT - 1014 Lincoln Rd
"Protein, Lobster Tail 75G",1,Dry Goods,true,true,lb,03/13/2026 00:00:00,632.85,"Bindi North America, Inc",IT - 390 Fifth Ave
"Beer, Draft  Modelo ESP",1,Beer - Draft,false,true,liter,03/16/2026 00:00:00,4.87,Gold Coast Beverage  LLC,IT - 1656 Collins Ave
"Dry Goods, Sweetener Splenda",3,Dry Goods,false,true,each,03/16/2026 00:00:00,0.02,VIANDER INC,IT - 1014 Lincoln Rd
"Disposable, Cup Cold Dome No Hole",1,Disposable,false,false,each,03/17/2026 00:00:00,0.05,IMPERIAL DADE,IT - 1014 Lincoln Rd
"Wine Rose, La Gioiosa Prosecco Rose",2,Wine,true,true,each,03/17/2026 00:00:00,12.9,Fifth Ave House Vendor,IT - 390 Fifth Ave
"Baked Goods, Cannoli Grandi",1,Dry Goods,true,false,each,03/18/2026 00:00:00,0.42,Casella Specialties Inc.,IT - 390 Fifth Ave
"Cleaning Supplies, VB Lid Hot Cup Dome White 92MM",1,Disposable,false,true,each,03/19/2026 00:00:00,0.06,IMPERIAL DADE,IT - 530 Seventh Ave
"Dry Goods, Mustard",1,Dry Goods,true,true,liter,03/19/2026 00:00:00,1.71,Seventh Ave House Vendor,IT - 530 Seventh Ave
"Dry Goods, Penne Gluten Free Granoro",1,Dry Goods,false,false,lb,03/21/2026 00:00:00,3.87,VIANDER INC,IT - 1014 Lincoln Rd
"Dry Goods, Spaghetti Gluten Free Granoro",1,Dry Goods,false,false,lb,03/21/2026 00:00:00,3.87,VIANDER INC,IT - 1014 Lincoln Rd
"Disposable, Plastic Cup 12Oz w/logo",1,Food - other,false,false,each,03/23/2026 00:00:00,0.42,ACE ENDICO,IT - 530 Seventh Ave
"Baked Good, Blueberry Muffin",2,Baked Goods,false,true,each,03/24/2026 00:00:00,1.5,La Provence Miami - BILLPAY,IT - 1656 Collins Ave
"Dairy, Almond Milk Unsalted",1,Food - other,false,true,each,03/27/2026 00:00:00,4.83,ACE ENDICO,IT - 530 Seventh Ave
"Produce, Radish CAJA",1,Food - other,false,false,each,03/28/2026 00:00:00,20,CGN Produce LLC ,IT - 1656 Collins Ave
"Dry Goods, Flour Almond Blanched",1,Food - other,true,true,lb,04/02/2026 00:00:00,11.41,ACE ENDICO,IT - 390 Fifth Ave
"Wine Red, Mirafiore Langhe Nebbiolo",2,Wine,true,true,each,04/03/2026 00:00:00,17.5,Southern Glazer,IT - 1656 Collins Ave
"Wine Red, La Vis Pinot Nero",2,Wine,true,true,each,04/03/2026 00:00:00,10.5,Southern Glazer,IT - 1656 Collins Ave
"NA Bev, Bene Tonic Water",3,Liquor,false,true,each,04/03/2026 00:00:00,5,Southern Glazer,IT - 1656 Collins Ave
"Dry Goods, Pinsa Pala Ciro 12x20",1,Dry Goods,true,false,lb,04/04/2026 00:00:00,3.51,VIANDER INC,IT - 1656 Collins Ave
"Red Wine, Lavis Cabernet Sauvignon",1,Wine,false,false,each,04/04/2026 00:00:00,10,Ms walker,IT - 530 Seventh Ave
"Dry Goods, FLOUR NUVOLA SUPER",1,Food - other,false,false,lb,04/04/2026 00:00:00,1.05,ACE ENDICO,IT - 390 Fifth Ave
"Produce, White Onion",7,Produce,true,true,lb,04/04/2026 00:00:00,0.74,Excellent Fruit & Produce,IT - 1656 Collins Ave
"Dry Goods, Sfogliatella Riccia 110g",1,Dry Goods,false,false,lb,04/06/2026 00:00:00,245.1,"Bindi North America, Inc",IT - 390 Fifth Ave
"Dry Goods, Bazzini Raw Pistachios",1,Dry Goods,false,false,lb,04/06/2026 00:00:00,20.8,VIANDER INC,IT - 1014 Lincoln Rd
"Dry Goods, Tomato Passata",1,Dry Goods,false,false,lb,04/06/2026 00:00:00,0.98,VIANDER INC,IT - 1014 Lincoln Rd
"Produce, Grape Tomato",5,Food - other,true,true,lb,04/06/2026 00:00:00,4.74,ACE ENDICO,IT - 390 Fifth Ave
"Cleaning Supplies, SUPP Broom",3,Disposable,false,true,each,04/07/2026 00:00:00,20.72,IMPERIAL DADE,IT - 1656 Collins Ave
"Baked Goods, Bindi Croissant",1,Baked Goods,false,false,each,04/09/2026 00:00:00,1.05,PRIME LINE DISTRIBUTORS,IT - 1656 Collins Ave
"Beer, Birra Menabrea Ambrata Bottle",3,Beer - Other,true,true,each,04/10/2026 00:00:00,2.41,WineBow,IT - 1014 Lincoln Rd
"Beer, Birra Menabrea Bionda Bottle",3,Beer - Other,true,true,each,04/10/2026 00:00:00,1.92,WineBow,IT - 1014 Lincoln Rd
"Dairy, Top Cream",2,Dairy,false,true,lb,04/14/2026 00:00:00,4.49,Casella Specialties Inc.,IT - 390 Fifth Ave
"Disposable, SUPP Dessert Tray",2,Disposable,false,false,each,04/14/2026 00:00:00,0.07,SimplyPak,IT - 1014 Lincoln Rd
"Cleaning Supplies, SUPP Mop White",1,Disposable,false,false,each,04/14/2026 00:00:00,3.4,IMPERIAL DADE,IT - 390 Fifth Ave
"Disposable, Soap Foam 1L",1,Disposable,false,false,each,04/14/2026 00:00:00,14.75,IMPERIAL DADE,IT - 1014 Lincoln Rd
"Produce, Golden Pineapple",2,Food - other,true,true,each,04/15/2026 00:00:00,9,CGN Produce LLC ,IT - 1656 Collins Ave
"Beer, Birra Moretti",1,Beer - Other,false,true,each,04/16/2026 00:00:00,1.5,"MANHATTAN BEER DIST LLC,",IT - 530 Seventh Ave
"Beer, Draft Keg Deposit Manhattan",1,Beer - Other,false,false,each,04/16/2026 00:00:00,1.2,"MANHATTAN BEER DIST LLC,",IT - 530 Seventh Ave
"Dry Goods, Ciabatta Sandwich",1,Dry Goods,false,false,each,04/18/2026 00:00:00,1.2,La Provence Miami - BILLPAY,IT - 1656 Collins Ave
"Dry Goods, Powder Cream",1,Food - other,true,false,lb,04/18/2026 00:00:00,9.6,ACE ENDICO,IT - 530 Seventh Ave
"Dairy, Heavy Cream 36%",3,Dairy,false,true,liter,04/20/2026 00:00:00,5.33,VIANDER INC,IT - 1014 Lincoln Rd
"Dairy, Sheep Ricotta",1,Dairy,true,true,lb,04/21/2026 00:00:00,4.91,Casella Specialties Inc.,IT - 530 Seventh Ave
"Disposable, Pet cup",1,Disposable,false,false,each,04/21/2026 00:00:00,0.03,SimplyPak,IT - 1656 Collins Ave
"Disposables, SUPP Hand Sanitizer",1,Disposable,false,false,each,04/21/2026 00:00:00,60.13,IMPERIAL DADE,IT - 390 Fifth Ave
"Protein, Mortadella Sicilian pasta",2,Meat/ Protein,false,true,lb,04/23/2026 00:00:00,6.9,SOGNO TOSCANO,IT - 390 Fifth Ave
"Disposable, Cup 16oz Paper Custom P",2,Food - other,false,false,pack,04/24/2026 00:00:00,0.01,ACE ENDICO,IT - 390 Fifth Ave
"Produce, Plant Based Shredded Mozzarella",1,Food - other,false,true,lb,04/27/2026 00:00:00,5.05,ACE ENDICO,IT - 390 Fifth Ave
"Produce, Tri Color Quinoa",3,Food - other,true,true,lb,04/27/2026 00:00:00,3.53,ACE ENDICO,IT - 390 Fifth Ave
"Cleaning Supplies, SUPP Bleach",1,Disposable,false,false,liter,04/28/2026 00:00:00,1.22,IMPERIAL DADE,IT - 390 Fifth Ave
"Disposable, VB CUP COLD TRANS PP 9 OZ",1,Disposable,false,false,pack,04/28/2026 00:00:00,0.04,IMPERIAL DADE,IT - 390 Fifth Ave
"Dry Goods, Tart Shell Sweet Large Round",2,Dry Goods,false,true,each,04/28/2026 00:00:00,0.5,Casella Specialties Inc.,IT - 390 Fifth Ave
"Cleaning Supplies, VB Stainless Steel Cleaner",1,Disposable,false,false,each,04/28/2026 00:00:00,11.29,IMPERIAL DADE,IT - 390 Fifth Ave
"Disposables, SUPP Display Brown Paper",3,Disposable,false,false,pack,04/29/2026 00:00:00,0.08,IMPERIAL DADE,IT - 530 Seventh Ave
"Disposables, SUPP Oven White Paper",1,Disposable,false,false,each,04/29/2026 00:00:00,0.07,IMPERIAL DADE,IT - 530 Seventh Ave
"Disposables, VB Can Liner 40X46 1.5MIL Blue",1,Disposable,false,false,each,04/29/2026 00:00:00,0.41,IMPERIAL DADE,IT - 530 Seventh Ave
"Rum, Bacardi",5,Liquor,false,true,each,05/01/2026 00:00:00,20.12,Southern Glazer,IT - 1014 Lincoln Rd
"Vodka, Grey Goose",5,Liquor,true,false,liter,05/01/2026 00:00:00,7.16,Southern Glazer,IT - 1014 Lincoln Rd
"Dry Goods, Syrup Hazelnut Monin",1,Food - other,false,false,liter,05/01/2026 00:00:00,4.29,ACE ENDICO,IT - 390 Fifth Ave
"Dry Goods, Whey Protein Vanilla",1,Food - other,true,false,lb,05/02/2026 00:00:00,24.2,ACE ENDICO,IT - 390 Fifth Ave
"Dry Goods, White Vinegar",2,Food - other,true,true,liter,05/02/2026 00:00:00,0.3,ACE ENDICO,IT - 390 Fifth Ave
"Baked Goods, Cannoli Small",1,Baked Goods,false,true,each,05/04/2026 00:00:00,0.26,PRIME LINE DISTRIBUTORS,IT - 1656 Collins Ave
"Dry Goods, Yeast",5,Dry Goods,true,true,lb,05/04/2026 00:00:00,5.25,VIANDER INC,IT - 1656 Collins Ave
"NA Bev, Tostini Espresso",4,Coffee & Tea,false,true,pack,05/04/2026 00:00:00,19.83,VIANDER INC,IT - 1014 Lincoln Rd
"Disposables, SUPP Lid for Dessert Tray",2,Disposable,false,false,each,05/05/2026 00:00:00,0.07,SimplyPak,IT - 1656 Collins Ave
"Disposables, Paper Hot Cup 4Oz",3,Disposable,false,true,each,05/06/2026 00:00:00,0.04,I Halper Paper and Supplies Inc,IT - 390 Fifth Ave
"Cleaning Supplies, SUPP 4/CT High-Temp Rinse blue",2,Disposable,false,true,each,05/06/2026 00:00:00,6.6,I Halper Paper and Supplies Inc,IT - 390 Fifth Ave
"Cleaning Supplies, SUPP Stainless Steel Sponge",1,Disposable,false,true,each,05/07/2026 00:00:00,0.63,I Halper Paper and Supplies Inc,IT - 530 Seventh Ave
"Beer, Draft Yuengling Lager",1,Beer - Draft,true,true,liter,05/07/2026 00:00:00,2.93,Gold Coast Beverage  LLC,IT - 1656 Collins Ave
"Protein, Egg Yolk Liquid",2,Food - other,true,true,lb,05/07/2026 00:00:00,3.99,ACE ENDICO,IT - 390 Fifth Ave
"Disposables, Paper Pizza Box w/Logo",3,Food - other,false,false,each,05/08/2026 00:00:00,0.1,ACE ENDICO,IT - 530 Seventh Ave
"Dry Goods, Hazelnut Chocolate Spread",1,Food - other,false,true,lb,05/08/2026 00:00:00,6.67,ACE ENDICO,IT - 530 Seventh Ave
"Cleaning Supplies, VB Can Liner 40X46 1.OMIL Blk",1,Disposable,false,false,pack,05/08/2026 00:00:00,0.32,IMPERIAL DADE,IT - 530 Seventh Ave
"Gen Expenses, Fuel Surcharge",2,PURCHASE SUMMARY,false,false,each,05/08/2026 00:00:00,7,VIANDER INC,IT - 1656 Collins Ave
"NA Bev, Rishi Tea Jade Cloud",1,Coffee & Tea,false,false,each,05/11/2026 00:00:00,0.51,PRIME LINE DISTRIBUTORS,IT - 1656 Collins Ave
"NA Bev, Chamomile Tea",2,Coffee & Tea,false,false,each,05/11/2026 00:00:00,0.51,PRIME LINE DISTRIBUTORS,IT - 1656 Collins Ave
"Dry Goods, Brown Sugar",2,Food - other,false,false,each,05/11/2026 00:00:00,0.03,ACE ENDICO,IT - 390 Fifth Ave
"Dry Goods, Rishi Tea Jasmine",1,Coffee & Tea,false,false,each,05/11/2026 00:00:00,0.51,PRIME LINE DISTRIBUTORS,IT - 1656 Collins Ave
"Dry Goods, Passata DiAlbicocca",1,Dry Goods,false,false,each,05/12/2026 00:00:00,109,Casella Specialties Inc.,IT - 530 Seventh Ave
"Disposable, Tissue 2Ply",2,Disposable,false,false,each,05/12/2026 00:00:00,2.82,SimplyPak,IT - 1014 Lincoln Rd
"Disposable, Cup Hot WHT Paper 4oz",1,Disposable,false,false,each,05/12/2026 00:00:00,0.05,IMPERIAL DADE,IT - 1014 Lincoln Rd
"Disposable, Parchment Paper",1,Disposable,false,false,each,05/12/2026 00:00:00,0.03,SimplyPak,IT - 1014 Lincoln Rd
"Dry Goods, Irca Mirror Neutral",3,Dry Goods,false,true,lb,05/12/2026 00:00:00,5.25,Casella Specialties Inc.,IT - 530 Seventh Ave
"Dry Goods, Pistachio Cream",11,Dairy,true,true,lb,05/12/2026 00:00:00,9.89,Casella Specialties Inc.,IT - 530 Seventh Ave
"Disposable, Sponge SS 12Pk",1,Disposable,false,false,each,05/12/2026 00:00:00,0.83,IMPERIAL DADE,IT - 1014 Lincoln Rd
"Tequila, Casamigos White",3,Liquor,true,true,each,05/13/2026 00:00:00,47.45,Southern Glazer,IT - 1014 Lincoln Rd
"Beer, Draft Peroni",2,Beer - Other,false,true,liter,05/13/2026 00:00:00,121,"MANHATTAN BEER DIST LLC,",IT - 390 Fifth Ave
"Wine White, Pico Maccario Moscato O'asti",1,Wine,true,true,each,05/13/2026 00:00:00,12.5,Southern Glazer,IT - 1014 Lincoln Rd
"Wine Red, La Vis Cabernet Trentino",2,Wine,false,true,each,05/13/2026 00:00:00,12,Southern Glazer,IT - 1014 Lincoln Rd
"Baked Goods, Chocolate Croissant",2,Baked Goods,false,true,each,05/14/2026 00:00:00,1.4,La Provence Miami - BILLPAY,IT - 1656 Collins Ave
"NA Bev, Hot Tea Bags",1,Food - other,false,false,each,05/14/2026 00:00:00,0.4,ACE ENDICO,IT - 530 Seventh Ave
"Disposable, Plastic Cup 12Oz No Logo OJ",6,Food - other,false,false,each,05/14/2026 00:00:00,0.06,ACE ENDICO,IT - 530 Seventh Ave
"Dry Goods, Pasta Sauce Cherry Tomato",2,Dry Goods,false,false,lb,05/14/2026 00:00:00,3.18,VIANDER INC,IT - 1656 Collins Ave
"Baked Goods, Esse Mignon",2,Dry Goods,false,false,each,05/15/2026 00:00:00,35.56,"Bindi North America, Inc",IT - 390 Fifth Ave
"Cleaning Supplies, VB Gloves Nitrile MED BLK GP",1,Disposable,false,false,each,05/15/2026 00:00:00,0.04,IMPERIAL DADE,IT - 390 Fifth Ave
"Dry Goods, Sabbiosino",1,Dry Goods,false,true,each,05/15/2026 00:00:00,35.56,"Bindi North America, Inc",IT - 390 Fifth Ave
"Produce, Carrot",8,Produce,true,true,lb,05/16/2026 00:00:00,0.8,Driscoll Foods,IT - 390 Fifth Ave
"Dry Goods, Decaf Espresso Pods",1,Coffee & Tea,false,true,each,05/18/2026 00:00:00,0.5,VIANDER INC,IT - 1014 Lincoln Rd
"Dry Goods, Brown Sugar Packets",6,Dry Goods,true,true,each,05/18/2026 00:00:00,0.03,VIANDER INC,IT - 1014 Lincoln Rd
"NA Bev, Limonata S.Bernardo",1,NA Beverage - Other,false,false,each,05/18/2026 00:00:00,16.5,VIANDER INC,IT - 1014 Lincoln Rd
"Baked Goods, Dark Chocolate Block 55.4%",2,Dry Goods,false,false,each,05/18/2026 00:00:00,12.22,VIANDER INC,IT - 1014 Lincoln Rd
"NA Bev, Orange Blossom Water",1,Food - other,false,false,each,05/18/2026 00:00:00,4.45,ACE ENDICO,IT - 530 Seventh Ave
"Disposable, Italian Trattoria KFT",1,Disposable,false,false,each,05/19/2026 00:00:00,0.34,IMPERIAL DADE,IT - 1656 Collins Ave
"Dry, Dark Chocolate 64%",1,Food - other,false,false,lb,05/19/2026 00:00:00,20.39,ACE ENDICO,IT - 390 Fifth Ave
"Disposable, Round Bowl 32oz",2,Disposable,false,false,each,05/19/2026 00:00:00,0.18,IMPERIAL DADE,IT - 390 Fifth Ave
"NA Bev, Lemon Juice",7,Juice,true,true,liter,05/21/2026 00:00:00,5.75,VIANDER INC,IT - 1014 Lincoln Rd
"Protein, Cooked Ham",6,Meat/ Protein,true,true,lb,05/21/2026 00:00:00,6.7,VIANDER INC,IT - 1014 Lincoln Rd
"Protein, Bacon Meat",2,Meat/ Protein,true,true,lb,05/21/2026 00:00:00,4.6,VIANDER INC,IT - 1014 Lincoln Rd
"NA Bev, Lemon San Pellegrino",1,Soda,false,false,liter,05/23/2026 00:00:00,3.37,VIANDER INC,IT - 1014 Lincoln Rd
"Cleaning Supplies, SUPP 5GAL Dish Multi-Temp Detergent Red",1,Disposable,false,false,liter,05/26/2026 00:00:00,7.4,IMPERIAL DADE,IT - 530 Seventh Ave
"Dry Goods, Fine Salt",2,Dry Goods,true,true,lb,05/26/2026 00:00:00,0.53,VIANDER INC,IT - 1656 Collins Ave
"Dry Goods, Hersheys Mini Chips",2,Dry Goods,false,true,lb,05/26/2026 00:00:00,5.6,VIANDER INC,IT - 1014 Lincoln Rd
"Disposables, SUPP Lid for Take-Out Bowl",2,Disposable,false,false,each,05/26/2026 00:00:00,0.15,SimplyPak,IT - 1656 Collins Ave
"Dry Goods, Flour Cake",2,Dry Goods,true,false,lb,05/26/2026 00:00:00,0.76,VIANDER INC,IT - 1014 Lincoln Rd
"Disposable, Kraft Bag",1,Disposable,false,false,each,05/26/2026 00:00:00,0.28,IMPERIAL DADE,IT - 530 Seventh Ave
"Disposables, Paper It Logo Small Bag",3,Disposable,false,false,each,05/27/2026 00:00:00,0.3,IMPERIAL DADE,IT - 390 Fifth Ave
"Disposable, DELI CUP 32 OZ COMBO",2,Disposable,false,false,each,05/27/2026 00:00:00,0.26,IMPERIAL DADE,IT - 390 Fifth Ave
"Cleaning Supplies, SUPP 4/CT Green Dish Detergent",1,Disposable,false,false,each,05/27/2026 00:00:00,15.75,IMPERIAL DADE,IT - 1656 Collins Ave
"Disposable, Take-Out Bowl",2,Disposable,false,true,each,05/27/2026 00:00:00,0.3,I Halper Paper and Supplies Inc,IT - 390 Fifth Ave
"NA Bev, Monin Vanilla Syrup",4,NA Beverage - Other,false,true,liter,05/30/2026 00:00:00,11.65,PRIME LINE DISTRIBUTORS,IT - 1656 Collins Ave
"NA Bev, Rishi Tea English",1,Coffee & Tea,false,false,each,05/30/2026 00:00:00,0.51,PRIME LINE DISTRIBUTORS,IT - 1656 Collins Ave
"NA Bev, Monin Syrup Caramel",3,NA Beverage - Other,false,true,lb,05/30/2026 00:00:00,5.6,PRIME LINE DISTRIBUTORS,IT - 1656 Collins Ave
"Disposable, Pan Aluminum 1/2 Medium",1,Disposable,false,true,each,06/01/2026 00:00:00,54.95,I Halper Paper and Supplies Inc,IT - 530 Seventh Ave
"Disposables, Paper Sandwich Kraft Bag",2,Disposable,false,true,pack,06/01/2026 00:00:00,0.1,I Halper Paper and Supplies Inc,IT - 530 Seventh Ave
"Disposables, Paper Hot Cup LOGO 12oz",4,Disposable,false,true,each,06/01/2026 00:00:00,0.07,I Halper Paper and Supplies Inc,IT - 530 Seventh Ave
